state,city,avg_rating,rating_variance,avg_price,n_restaurants,avg_review_count
MT,Butte,2.9857142857142858,2.128126984126985,1.4285714285714286,91,52.13186813186813
MT,Great Falls,2.7134831460674156,2.2515685901098204,1.4166666666666667,178,40.674157303370784
MT,Havre,3.1818181818181817,2.4921590909090905,1.4375,33,17.545454545454547
MT,Helena,3.037313432835821,2.044762652900911,1.5526315789473684,134,56.83582089552239
MT,Kalispell,3.1558620689655172,2.2095660919540223,1.4794520547945205,145,60.93793103448276
MT,Miles City,2.8325,3.104814102564101,1.3333333333333333,40,20.55
MT,Missoula,3.7769999999999997,0.6151467336683413,1.5806451612903225,200,90.665
NC,Asheville,4.247,0.10913668341708546,2.0,200,397.955
NC,Cary,4.196000000000001,0.1269185929648244,2.027027027027027,200,294.725
NC,Charlotte,4.231,0.08767738693467328,2.182926829268293,200,494.01
NC,Durham,4.2005,0.13160778894472355,1.912751677852349,200,267.13
NC,Fayetteville,3.9825,0.36908919597989875,1.6985294117647058,200,134.08
NC,Greensboro,4.21,0.18974874371859274,1.9567901234567902,200,222.515
NC,High Point,4.14,0.234371859296483,1.79874213836478,200,171.085
NC,Raleigh,4.256,0.09493869346733656,2.068027210884354,200,356.795
NC,Wilmington,4.2385,0.1318268844221108,1.966887417218543,200,239.815
NC,Winston-Salem,4.09,0.18532663316582865,1.8711656441717792,200,166.795
ND,Bismarck,3.0255,1.7723615577889438,1.6,200,34.21
ND,Dickinson,2.4368421052631577,3.21782456140351,1.5526315789473684,76,27.105263157894736
ND,Fargo,3.9185000000000003,0.38342487437185974,1.795275590551181,200,68.445
ND,Grand Forks,2.4339181286549705,2.436725146198831,1.5698924731182795,171,26.350877192982455
ND,Jamestown,2.533333333333333,2.6759649122807008,1.55,39,17.641025641025642
ND,Mandan,3.112,1.6698050251256282,1.6055045871559632,200,34.315
ND,Minot,2.7869918699186993,2.3068785819005746,1.4461538461538461,123,30.089430894308943
ND,Wahpeton,2.7043478260869565,2.387707509881423,1.4285714285714286,23,12.130434782608695
ND,West Fargo,3.8169999999999997,0.48795075376884356,1.7727272727272727,200,69.41
ND,Williston,2.8383561643835615,2.330730593607307,1.5625,73,24.17808219178082
NE,Bellevue,4.1975,0.14697864321608034,1.980891719745223,200,212.305
NE,Columbus,2.5658536585365854,2.6565974104185472,1.1944444444444444,82,9.707317073170731
NE,Fremont,2.772727272727273,2.449146567717997,1.25,99,17.636363636363637
NE,Grand Island,2.6023668639053255,2.735946745562131,1.3703703703703705,169,16.68639053254438
NE,Hastings,2.532558139534884,3.3455157318741437,1.4166666666666667,86,11.232558139534884
NE,Kearney,2.8504,2.400584516129032,1.4,125,28.528
NE,Lincoln,4.08,0.2955778894472361,1.6825396825396826,200,99.67
NE,Norfolk,2.535365853658537,2.7936720867208695,1.4324324324324325,82,14.048780487804878
NE,North Platte,2.755128205128205,2.085362970362971,1.3658536585365855,78,37.256410256410255
NE,Omaha,4.2745,0.10070326633165848,2.0193548387096776,200,238.64
NH,Claremont,3.012621359223301,2.5636626689510753,1.5384615384615385,103,28.92233009708738
NH,Concord,2.846242774566474,2.579360801182956,1.553191489361702,173,64.42774566473989
NH,Dover,3.3823232323232326,1.9220717325539665,1.588785046728972,198,51.40909090909091
NH,Keene,3.247560975609756,2.0943766937669372,1.4782608695652173,82,53.28048780487805
NH,Laconia,3.48,1.1375879396984903,1.6416666666666666,200,67.83
NH,Lebanon,3.16260162601626,2.0374423563907773,1.7222222222222223,123,91.76422764227642
NH,Manchester,3.9960000000000004,0.30098894472361787,1.7741935483870968,200,131.275
NH,Nashua,4.0035,0.3161183417085425,1.8,200,130.96
NH,Portsmouth,4.1,0.23216080402010042,1.9781021897810218,200,204.02
NH,Rochester,3.075141242937853,2.1819921674370835,1.5416666666666667,177,45.87005649717514
NJ,Camden,4.279,0.20759698492462314,2.291970802919708,200,560.335
NJ,Clifton,4.1739999999999995,0.18484824120603013,1.9391891891891893,200,258.79
NJ,Edison,4.146,0.14872763819095458,2.0965517241379312,200,296.075
NJ,Elizabeth,4.0455000000000005,0.29616055276381914,1.8951048951048952,200,161.125
NJ,Jersey City,4.205,0.14821608040201006,2.0671641791044775,200,290.785
NJ,Newark,4.046,0.36661708542713584,1.8432835820895523,200,176.14
NJ,Passaic,4.138999999999999,0.2835969849246228,1.802919708029197,200,156.055
NJ,Paterson,4.1835,0.24731432160804026,1.873134328358209,200,162.67
NJ,Trenton,4.1175,0.20547110552763828,1.7183098591549295,200,115.09
NJ,Union City,4.1635,0.18082185929648242,2.091549295774648,200,576.435
NM,Alamogordo,2.2852941176470587,2.8691875364007005,1.2291666666666667,102,45.35294117647059
NM,Albuquerque,4.2835,0.11434949748743722,1.9367088607594938,200,321.815
NM,Carlsbad,2.2503703703703706,3.4984886677722513,1.3636363636363635,135,41.51111111111111
NM,Clovis,2.5793749999999998,2.8324650157232694,1.3432835820895523,160,20.96875
NM,Farmington,2.589230769230769,2.414574147501984,1.3663366336633664,195,27.38974358974359
NM,Hobbs,2.6281437125748504,3.0887814731981837,1.490566037735849,167,13.778443113772456
NM,Las Cruces,3.7575,0.49160175879396983,1.5378787878787878,200,101.11
NM,Rio Rancho,2.900507614213198,2.146173210400911,1.4770642201834863,197,78.1269035532995
NM,Roswell,2.655421686746988,2.9412734574662314,1.411764705882353,166,37.903614457831324
NM,Santa Fe,4.14,0.17859296482412057,2.0592105263157894,200,314.775
NV,Boulder City,3.688,1.2835265306122448,1.5675675675675675,50,216.16
NV,Carson City,3.635,0.610929648241205,1.6917808219178083,200,166.33
NV,Elko,3.1663043478260873,1.9284125656951747,1.5555555555555556,92,65.40217391304348
NV,Fernley,3.1404255319148935,1.6115911193339507,1.4814814814814814,47,69.02127659574468
NV,Henderson,4.351,0.1049236180904523,2.073446327683616,200,782.4
NV,Las Vegas,4.3535,0.07335452261306531,2.6684782608695654,200,2231.285
NV,Mesquite,3.0739130434782607,1.78695652173913,1.6571428571428573,69,75.6231884057971
NV,North Las Vegas,4.252,0.2110512562814071,2.1790123456790123,200,1341.085
NV,Reno,4.2425,0.11793341708542728,2.136842105263158,200,546.63
NV,Sparks,4.0675,0.23778266331658307,2.0344827586206895,200,380.915
NY,Albany,4.1685,0.21975653266331618,1.9716312056737588,200,162.95
NY,Buffalo,4.279,0.13352663316582924,2.027586206896552,200,234.945
NY,Mount Vernon,4.124,0.20042613065326617,2.0,200,212.34
NY,New Rochelle,4.029,0.31091356783919627,1.8870967741935485,200,112.635
NY,New York,4.3075,0.06441582914572865,2.413793103448276,200,1419.365
NY,Rochester,4.243,0.14588040201005012,1.9710144927536233,200,197.76
NY,Schenectady,4.14,0.2388944723618092,1.856115107913669,200,113.035
NY,Syracuse,4.255,0.1818844221105528,1.9242424242424243,200,148.25
NY,Utica,3.9595,0.8702610552763813,1.5727272727272728,200,45.17
NY,Yonkers,4.126,0.19640603015075378,2.127659574468085,200,274.755
OH,Akron,4.074,0.24796381909547707,1.7122302158273381,200,119.47
OH,Canton,4.031000000000001,0.28998894472361814,1.7185185185185186,200,77.455
OH,Cincinnati,4.357,0.11502613065326639,2.0718954248366015,200,296.95
OH,Cleveland,4.1915,0.14751532663316602,2.0126582278481013,200,307.07
OH,Columbus,4.311,0.07465226130653269,2.10625,200,368.21
OH,Dayton,4.14,0.19477386934673357,1.8263888888888888,200,142.785
OH,Lorain,3.8975,0.43160175879397,1.584,200,64.02
OH,Parma,4.03,0.3423115577889447,1.6928571428571428,200,115.77
OH,Toledo,4.093500000000001,0.2138771356783918,1.8759124087591241,200,100.97
OH,Youngstown,4.157,0.26407135678391963,1.6744186046511629,200,62.875
OK,Broken Arrow,4.093999999999999,0.23554170854271372,1.8778625954198473,200,148.51
OK,Edmond,4.197,0.19255376884422126,1.9090909090909092,200,165.21
OK,Enid,3.0669354838709677,2.1482474429583003,1.380952380952381,124,25.798387096774192
OK,Lawton,3.158,1.530789949748745,1.4102564102564104,200,43.655
OK,Midwest City,3.6405000000000003,0.7679494974874381,1.4285714285714286,200,51.97
OK,Moore,3.7825,0.6685866834170862,1.5275590551181102,200,88.235
OK,Norman,3.9760000000000004,0.29992361809045204,1.72992700729927,200,126.665
OK,Oklahoma City,4.306,0.09393366834170852,2.138157894736842,200,343.13
OK,Stillwater,2.7895833333333333,2.3125480769230746,1.4133333333333333,144,43.11805555555556
OK,Tulsa,4.261,0.10299396984924607,2.0694444444444446,200,194.565
OR,Beaverton,4.271,0.13191859296482394,1.965986394557823,200,343.38
OR,Bend,4.1964999999999995,0.19049020100502537,1.9015151515151516,200,248.515
OR,Corvallis,3.2175,1.864667085427138,1.534351145038168,200,86.18
OR,Eugene,4.3105,0.16345703517587928,1.813953488372093,200,201.845
OR,Gresham,4.037,0.4570160804020106,1.6222222222222222,200,133.945
OR,Hillsboro,4.238,0.20126231155778881,1.8380281690140845,200,255.47
OR,Medford,4.12,0.23145728643216082,1.8251748251748252,200,167.43
OR,Portland,4.3575,0.05964195979899509,2.2430939226519335,200,768.38
OR,Salem,4.143,0.21050351758793945,1.7338709677419355,200,151.88
OR,Springfield,4.1905,0.25835150753768815,1.7538461538461538,200,180.19
PA,Allentown,4.1295,0.2563615577889446,1.8897058823529411,200,143.895
PA,Bethlehem,4.1935,0.23277160804020117,1.971830985915493,200,152.275
PA,Erie,3.9160000000000004,0.47813467336683485,1.6666666666666667,200,67.895
PA,Harrisburg,4.1505,0.22090427135678384,1.793103448275862,200,138.595
PA,Lancaster,4.1425,0.24738065326633152,1.876923076923077,200,125.695
PA,Philadelphia,4.295,0.08319095477386924,2.3575757575757574,200,818.98
PA,Pittsburgh,4.266,0.1042653266331659,2.130434782608696,200,406.465
PA,Reading,4.0365,0.4431334170854275,1.6666666666666667,200,57.915
PA,Scranton,4.093,0.2918100502512563,1.7272727272727273,200,70.8
PA,York,3.84,0.7391959798994965,1.6837606837606838,200,67.53
RI,Central Falls,3.867,0.7761919597989958,1.543859649122807,200,88.53
RI,Cranston,4.185,0.1661055276381908,1.9189189189189189,200,245.325
RI,Cumberland,4.2055,0.19509522613065336,2.033333333333333,200,250.1
RI,East Providence,4.169,0.15873266331658295,2.032258064516129,200,281.84
RI,Newport,3.81,0.5889447236180902,1.9694656488549618,200,218.51
RI,North Providence,4.1905,0.18448216080402005,1.9781021897810218,200,252.47
RI,Pawtucket,4.199,0.23396884422110567,1.9071428571428573,200,240.08
RI,Providence,4.1885,0.1654449748743717,2.0972222222222223,200,294.585
RI,Warwick,4.149,0.22753668341708544,1.9444444444444444,200,231.085
RI,Woonsocket,3.1605000000000003,2.0767736180904506,1.5,200,67.5
SC,Charleston,4.333,0.07498592964824115,2.1879194630872485,200,604.86
SC,Columbia,4.152,0.17537286432160815,1.8461538461538463,200,176.7
SC,Goose Creek,3.9625,0.45552135678391964,1.6640625,200,99.76
SC,Greenville,4.2655,0.1461907035175881,1.992537313432836,200,215.035
SC,Hilton Head Island,4.102,0.1981869346733668,2.052980132450331,200,347.645
SC,Mount Pleasant,4.1755,0.1859796482412061,2.050632911392405,200,516.345
SC,North Charleston,4.19,0.2611055276381907,1.8248175182481752,200,157.535
SC,Rock Hill,4.013,0.3659608040201003,1.7265625,200,151.54
SC,Summerville,4.0755,0.23542688442211035,1.8529411764705883,200,178.775
SC,Sumter,2.7695,2.253185678391961,1.3137254901960784,200,26.9
SD,Aberdeen,2.4474358974358976,2.8936946386946403,1.4615384615384615,78,14.025641025641026
SD,Brookings,2.405263157894737,2.746105263157896,1.35,76,16.30263157894737
SD,Huron,2.5785714285714283,3.9446515679442533,1.2222222222222223,42,6.523809523809524
SD,Mitchell,2.7399999999999998,2.620181818181818,1.3333333333333333,45,29.8
SD,Pierre,2.318,3.025995918367346,1.48,50,22.0
SD,Rapid City,3.6275,1.069943467336684,1.6728971962616823,200,80.935
SD,Sioux Falls,4.0125,0.3233103015075376,1.7716535433070866,200,73.375
SD,Spearfish,2.8512396694214877,2.6253526170798898,1.5555555555555556,121,43.37190082644628
SD,Watertown,2.5971830985915494,2.6588490945674055,1.5142857142857142,71,13.47887323943662
SD,Yankton,2.547169811320755,2.3333091436865026,1.36,53,13.773584905660377
TN,Bartlett,4.0475,0.2347675879396986,1.9090909090909092,200,187.415
TN,Chattanooga,4.238,0.13432763819095478,1.9387755102040816,200,240.14
TN,Clarksville,3.945,0.4111306532663315,1.7105263157894737,200,96.98
TN,Franklin,4.074,0.15932060301507525,1.91156462585034,200,236.98
TN,Jackson,3.4915,0.9983695979899503,1.4727272727272727,200,37.955
TN,Johnson City,3.9285,0.48787713567839164,1.6206896551724137,200,72.07
TN,Knoxville,4.195,0.13635678391959813,1.9047619047619047,200,208.51
TN,Memphis,4.1610000000000005,0.20078291457286426,1.9179104477611941,200,279.325
TN,Murfreesboro,4.154,0.20219497487437224,1.7619047619047619,200,125.75
TN,Nashville,4.2945,0.09650226130653268,2.2111801242236027,200,766.145
TX,Arlington,4.231,0.13812964824120597,1.9133333333333333,200,307.06
TX,Austin,4.328,0.0701668341708543,2.3294117647058825,200,939.88
TX,Corpus Christi,4.039,0.2609839195979896,1.7886178861788617,200,157.215
TX,Dallas,4.242,0.10073969849246232,2.3727810650887573,200,689.415
TX,El Paso,4.0915,0.20892236180904547,1.7328767123287672,200,156.86
TX,Fort Worth,4.1495,0.15296457286432147,2.1392405063291138,200,384.95
TX,Houston,4.266,0.07210452261306532,2.369047619047619,200,732.015
TX,Lubbock,3.989,0.25234070351758714,1.6870229007633588,200,126.225
TX,Plano,4.3475,0.0817022613065327,2.032258064516129,200,526.74
TX,San Antonio,4.305,0.09786432160804007,2.0786516853932584,200,679.93
UT,Layton,3.6430000000000002,0.7690964824120594,1.5196850393700787,200,93.53
UT,Ogden,4.0825,0.27712939698492434,1.6904761904761905,200,128.155
UT,Orem,4.133,0.2838301507537689,1.6511627906976745,200,192.33
UT,Provo,4.1275,0.27617462311557883,1.5703125,200,194.49
UT,Salt Lake City,4.2655,0.09754748743718604,2.0592105263157894,200,487.06
UT,Sandy,4.2075,0.1428077889447235,2.00709219858156,200,286.96
UT,South Jordan,4.168,0.20540301507537678,1.9154929577464788,200,261.445
UT,St. George,3.903,0.4598904522613067,1.685483870967742,200,190.65
UT,West Jordan,4.2745,0.16271331658291457,1.9148936170212767,200,287.29
UT,West Valley City,4.234,0.15461708542713562,1.9375,200,398.265
VA,Alexandria,4.1825,0.10818467336683422,2.1463414634146343,200,751.055
VA,Chesapeake,4.169,0.19250150753768838,1.9554140127388535,200,226.845
VA,Hampton,3.9985000000000004,0.30386708542713575,1.8827586206896552,200,156.925
VA,Lynchburg,3.9305000000000003,0.35419070351758825,1.48,200,73.64
VA,Newport News,4.052,0.2727597989949747,1.92,200,160.295
VA,Norfolk,4.2125,0.1444158291457288,1.9325153374233128,200,284.52
VA,Portsmouth,4.1015,0.2119072864321603,1.8846153846153846,200,219.435
VA,Richmond,4.283,0.09870452261306546,2.0838709677419356,200,322.34
VA,Roanoke,4.1594999999999995,0.2810148241206033,1.8,200,100.31
VA,Virginia Beach,4.2375,0.14547110552763823,2.084848484848485,200,363.4
VT,Barre,2.9321428571428574,2.89738812392427,1.525,84,47.13095238095238
VT,Bennington,3.244615384615385,2.8393846153846143,1.53125,65,41.4
VT,Brattleboro,3.2378378378378376,2.5218363569048514,1.5681818181818181,74,53.17567567567568
VT,Burlington,4.0555,0.450622864321608,1.7777777777777777,200,146.08
VT,Montpelier,3.1656,2.579855483870967,1.564516129032258,125,63.088
VT,Newport,3.6166666666666667,1.2571014492753627,1.6111111111111112,24,36.416666666666664
VT,Rutland,2.6028571428571428,3.456626373626375,1.5238095238095237,105,33.6
VT,South Burlington,4.0605,0.3668238693467333,1.8181818181818181,200,154.73
VT,St. Albans,2.8425000000000002,2.943532051282051,1.5,40,38.125
VT,Winooski,3.3390243902439027,2.3484390243902435,1.5789473684210527,41,98.70731707317073
WA,Bellevue,4.132,0.11716180904522602,2.2804878048780486,200,617.11
WA,Everett,4.202,0.15085025125628118,1.8954248366013071,200,249.22
WA,Federal Way,3.8989999999999996,0.34582814070351725,1.7655172413793103,200,206.88
WA,Kent,4.146,0.1512402010050253,1.9319727891156462,200,339.575
WA,Renton,4.1325,0.15939070351758824,2.0171428571428573,200,556.075
WA,Seattle,4.2915,0.05364597989949755,2.263440860215054,200,1205.78
WA,Spokane,4.1964999999999995,0.12898266331658298,1.9934640522875817,200,232.28
WA,Spokane Valley,4.166,0.2500944723618089,1.9027777777777777,200,187.775
WA,Tacoma,4.25,0.16331658291457288,1.9671052631578947,200,367.545
WA,Vancouver,4.249,0.1308532663316583,1.934782608695652,200,251.375
WI,Appleton,3.9755000000000003,0.3176379396984932,1.7461538461538462,200,74.1
WI,Eau Claire,3.714,0.7732703517587941,1.4516129032258065,200,45.54
WI,Green Bay,3.971,0.392823115577889,1.784,200,88.625
WI,Janesville,3.285,1.5302261306532663,1.3559322033898304,200,31.78
WI,Kenosha,3.8825,0.42476758793969716,1.6901408450704225,200,107.105
WI,Madison,4.234,0.13592361809045245,1.9205298013245033,200,232.065
WI,Milwaukee,4.2935,0.09829924623115585,2.150943396226415,200,330.97
WI,Oshkosh,3.218,1.6978653266331665,1.4245283018867925,200,33.26
WI,Racine,3.9535,0.42853040201005,1.6515151515151516,200,81.05
WI,Waukesha,4.074,0.23509949748743686,1.841726618705036,200,127.69
WV,Beckley,2.364912280701754,2.6727616099071225,1.3417721518987342,171,23.923976608187136
WV,Charleston,3.6639999999999997,0.8562854271356782,1.5725190839694656,200,58.505
WV,Clarksburg,2.611111111111111,2.434534161490686,1.4186046511627908,162,23.38888888888889
WV,Fairmont,2.5444999999999998,2.945999748743718,1.3058823529411765,200,16.905
WV,Huntington,3.435,1.3403768844221107,1.4576271186440677,200,39.8
WV,Martinsburg,2.7638418079096043,2.4541397021058042,1.5058823529411764,177,34.31638418079096
WV,Morgantown,3.531,1.105868341708541,1.588235294117647,200,53.21
WV,Parkersburg,2.743229166666667,2.0948230257417095,1.316831683168317,192,20.067708333333332
WV,Weirton,2.8435,2.9031736180904506,1.3855421686746987,200,19.99
WV,Wheeling,3.2880000000000003,1.7038753768844226,1.4727272727272727,200,30.81
WY,Casper,3.0338983050847457,1.978730739599382,1.5445544554455446,177,41.706214689265536
WY,Cheyenne,2.95025641025641,1.769420037007668,1.3983050847457628,195,62.1025641025641
WY,Cody,3.396875,2.21967261904762,1.631578947368421,64,78.234375
WY,Evanston,3.4325,1.53301923076923,1.380952380952381,40,45.85
WY,Gillette,2.6228915662650603,2.399835439318247,1.4782608695652173,83,33.40963855421687
WY,Green River,3.0,2.123846153846154,1.6,27,24.74074074074074
WY,Laramie,3.231868131868132,1.6066398046398052,1.4807692307692308,91,58.1978021978022
WY,Riverton,3.032608695652174,2.0711352657004825,1.36,46,20.434782608695652
WY,Rock Springs,2.9460526315789473,2.131584210526315,1.434782608695652,76,37.473684210526315
WY,Sheridan,3.2190476190476187,2.2205966724039023,1.5135135135135136,84,31.964285714285715
